Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto;
1783;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6476;21-11-2017;21-11-2017 12:56;0;59980;11396;;;71376;;;;;0;;;;;
1784;33;Del Giro;76400147-8;SOCIEDAD COMERCIAL DECOBARI LIMITADA;122;21-11-2017;21-11-2017 13:01;0;276000;52440;;;328440;;;;;0;;;;;
1785;33;Del Giro;7106416-6;HERNAN RICARDO FUENZALIDA VILLEGAS;1322;20-11-2017;21-11-2017 11:47;0;290000;55100;;;345100;;;;;0;;;;;
1786;33;Del Giro;7106416-6;HERNAN RICARDO FUENZALIDA VILLEGAS;1323;20-11-2017;21-11-2017 11:51;0;420000;79800;;;499800;;;;;0;;;;;
1787;33;Del Giro;82920900-4;INDUSTRIA NACIONAL DE TEJIDOS DE ALAMBRE LIMITADA;26133;20-11-2017;21-11-2017 13:27;0;13500;2565;;;16065;;;;;0;;;;;
1788;33;Del Giro;76410707-1;GFM BROCHES CHILE SPA;3004;21-11-2017;21-11-2017 13:24;0;7560;1436;;;8996;;;;;0;;;;;
1789;33;Del Giro;77803550-2;EDMUNDO SCHEEL Y COMPANIA LIMITADA;1428;21-11-2017;21-11-2017 12:12;0;400000;76000;;;476000;;;;;0;;;;;
1790;33;Del Giro;78557650-0;CANDIA Y CIA LIMITADA;8713;21-11-2017;21-11-2017 12:15;0;16807;3193;;;20000;;;;;0;;;;;
1791;33;Del Giro;76245828-4;Porsche Chile SpA;1230879;21-11-2017;21-11-2017 12:23;0;47310;8989;;;56299;;;;;0;;;;;
1792;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6471;21-11-2017;21-11-2017 12:24;0;91990;17478;;;109468;;;;;0;;;;;
1793;33;Del Giro;76545616-9;INVERSIONES GASTRONOMIA Y HOTELERA CALDERON Y COMPANIA LIMITADA;2633;21-11-2017;21-11-2017 12:25;0;201933;38367;;;240300;;;;;0;;;;;
1794;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6472;21-11-2017;21-11-2017 12:26;0;96080;18255;;;114335;;;;;0;;;;;
1795;33;Del Giro;78701740-1;WURTH CHILE LIMITADA;774966;21-11-2017;21-11-2017 12:27;0;276000;52440;;;328440;;;;;0;;;;;
1796;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;155881;21-11-2017;21-11-2017 13:55;0;15874;3016;;;18890;;;;;0;;;;;
1797;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232786;21-11-2017;21-11-2017 12:29;0;25000588;4750112;;;29750700;;;;;0;;;;;
1798;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232788;21-11-2017;21-11-2017 12:29;0;19280672;3663328;;;22944000;;;;;0;;;;;
1799;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232789;21-11-2017;21-11-2017 12:29;0;14210588;2700012;;;16910600;;;;;0;;;;;
1800;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232791;21-11-2017;21-11-2017 12:29;0;30484247;5792007;;;36276254;;;;;0;;;;;
1801;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232793;21-11-2017;21-11-2017 12:29;0;9627647;1829253;;;11456900;;;;;0;;;;;
1802;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232790;21-11-2017;21-11-2017 12:29;0;39837674;7569158;;;47406832;;;;;0;;;;;
1803;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232798;21-11-2017;21-11-2017 12:29;0;5404034;1026766;;;6430800;;;;;0;;;;;
1804;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232797;21-11-2017;21-11-2017 12:29;0;16554000;3145260;;;19699260;;;;;0;;;;;
1805;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232796;21-11-2017;21-11-2017 12:29;0;14614538;2776762;;;17391300;;;;;0;;;;;
1806;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232799;21-11-2017;21-11-2017 12:29;0;5404034;1026766;;;6430800;;;;;0;;;;;
1807;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232801;21-11-2017;21-11-2017 12:29;0;6486386;1232413;;;7718799;;;;;0;;;;;
1808;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6473;21-11-2017;21-11-2017 12:29;0;63990;12158;;;76148;;;;;0;;;;;
1809;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232802;21-11-2017;21-11-2017 12:29;0;12130084;2304716;;;14434800;;;;;0;;;;;
1810;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232805;21-11-2017;21-11-2017 12:29;0;7416387;1409114;;;8825501;;;;;0;;;;;
1811;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232809;21-11-2017;21-11-2017 12:29;0;5867899;1114901;;;6982800;;;;;0;;;;;
1812;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232808;21-11-2017;21-11-2017 12:29;0;6486386;1232413;;;7718799;;;;;0;;;;;
1813;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232807;21-11-2017;21-11-2017 12:29;0;7895378;1500122;;;9395500;;;;;0;;;;;
1814;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232811;21-11-2017;21-11-2017 12:29;0;5404034;1026766;;;6430800;;;;;0;;;;;
1815;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232813;21-11-2017;21-11-2017 12:29;0;7895378;1500122;;;9395500;;;;;0;;;;;
1816;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232818;21-11-2017;21-11-2017 12:29;0;14294790;2716010;;;17010800;;;;;0;;;;;
1817;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232816;21-11-2017;21-11-2017 12:29;0;7895378;1500122;;;9395500;;;;;0;;;;;
1818;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127608;21-11-2017;21-11-2017 13:47;0;267152;50759;;;317911;;;;;0;;;;;
1819;33;Del Giro;76686097-4;SOCIEDAD AUTOMOTRIZ RCU SPA;166;21-11-2017;21-11-2017 13:47;0;332000;63080;;;395080;;;;;0;;;;;
1820;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232819;21-11-2017;21-11-2017 12:29;0;7416387;1409114;;;8825501;;;;;0;;;;;
1821;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232822;21-11-2017;21-11-2017 12:29;0;11743530;2231271;;;13974801;;;;;0;;;;;
1822;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232825;21-11-2017;21-11-2017 12:29;0;7895378;1500122;;;9395500;;;;;0;;;;;
1823;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232821;21-11-2017;21-11-2017 12:29;0;5404034;1026766;;;6430800;;;;;0;;;;;
1824;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232826;21-11-2017;21-11-2017 12:29;0;7651009;1453692;;;9104701;;;;;0;;;;;
1825;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232828;21-11-2017;21-11-2017 12:29;0;17577000;3339630;;;20916630;;;;;0;;;;;
1826;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232827;21-11-2017;21-11-2017 12:29;0;11743530;2231271;;;13974801;;;;;0;;;;;
1827;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232829;21-11-2017;21-11-2017 12:29;0;10815798;2055002;;;12870800;;;;;0;;;;;
1828;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232833;21-11-2017;21-11-2017 12:29;0;17577000;3339630;;;20916630;;;;;0;;;;;
1829;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232832;21-11-2017;21-11-2017 12:29;0;9501513;1805287;;;11306800;;;;;0;;;;;
1830;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232836;21-11-2017;21-11-2017 12:29;0;10815798;2055002;;;12870800;;;;;0;;;;;
1831;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232837;21-11-2017;21-11-2017 12:29;0;12807000;2433330;;;15240330;;;;;0;;;;;
1832;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232838;21-11-2017;21-11-2017 12:29;0;17577000;3339630;;;20916630;;;;;0;;;;;
1833;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232839;21-11-2017;21-11-2017 12:30;0;9501513;1805287;;;11306800;;;;;0;;;;;
1834;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232841;21-11-2017;21-11-2017 12:30;0;11639496;2211504;;;13851000;;;;;0;;;;;
1835;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232840;21-11-2017;21-11-2017 12:30;0;10815798;2055002;;;12870800;;;;;0;;;;;
1836;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232842;21-11-2017;21-11-2017 12:30;0;14301000;2717190;;;17018190;;;;;0;;;;;
1837;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232843;21-11-2017;21-11-2017 12:30;0;12471429;2369572;;;14841001;;;;;0;;;;;
1838;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232846;21-11-2017;21-11-2017 12:30;0;10815798;2055002;;;12870800;;;;;0;;;;;
1839;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232844;21-11-2017;21-11-2017 12:30;0;9501513;1805287;;;11306800;;;;;0;;;;;
1840;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232847;21-11-2017;21-11-2017 12:30;0;5853530;1112171;;;6965701;;;;;0;;;;;
1841;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232849;21-11-2017;21-11-2017 12:30;0;28597311;5433489;;;34030800;;;;;0;;;;;
1842;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232851;21-11-2017;21-11-2017 12:30;0;12825882;2436918;;;15262800;;;;;0;;;;;
1843;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;232848;21-11-2017;21-11-2017 12:30;0;8207226;1559373;;;9766599;;;;;0;;;;;
1844;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127609;21-11-2017;21-11-2017 13:48;0;98632;18740;;;117372;;;;;0;;;;;
1845;33;Del Giro;76686097-4;SOCIEDAD AUTOMOTRIZ RCU SPA;167;21-11-2017;21-11-2017 13:49;0;333000;63270;;;396270;;;;;0;;;;;
1846;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127610;21-11-2017;21-11-2017 13:50;0;49538;9412;;;58950;;;;;0;;;;;
1847;33;Del Giro;96364000-5;MMC Chile S.A.;436284;21-11-2017;21-11-2017 12:31;0;247167;46962;;;294129;;;;;0;;;;;
1848;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127612;21-11-2017;21-11-2017 13:52;0;213339;40534;;;253873;;;;;0;;;;;
1849;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127582;21-11-2017;21-11-2017 12:33;0;115265;21900;;;137165;;;;;0;;;;;
1850;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485372;21-11-2017;21-11-2017 14:02;0;247779;47078;;;294857;;;;;0;;;;;
1851;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485371;21-11-2017;21-11-2017 14:02;0;125563;23857;;;149420;;;;;0;;;;;
1852;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485373;21-11-2017;21-11-2017 14:02;0;867226;164773;;;1031999;;;;;0;;;;;
1853;33;Del Giro;77663150-7;HOTELERA DIEGO DE ALMAGRO LTDA;520523;21-11-2017;21-11-2017 13:59;1020;95771;18197;;;114988;;;;;0;;;;;
1854;33;Del Giro;96364000-5;MMC Chile S.A.;436301;21-11-2017;21-11-2017 14:04;0;8754;1663;;;10417;;;;;0;;;;;
1855;33;Del Giro;96364000-5;MMC Chile S.A.;436300;21-11-2017;21-11-2017 14:04;0;7258;1379;;;8637;;;;;0;;;;;
1856;33;Del Giro;96364000-5;MMC Chile S.A.;436302;21-11-2017;21-11-2017 14:04;0;7258;1379;;;8637;;;;;0;;;;;
1857;33;Del Giro;96364000-5;MMC Chile S.A.;436304;21-11-2017;21-11-2017 14:04;0;7258;1379;;;8637;;;;;0;;;;;
1858;33;Del Giro;96364000-5;MMC Chile S.A.;436305;21-11-2017;21-11-2017 14:04;0;8754;1663;;;10417;;;;;0;;;;;
1859;33;Del Giro;96364000-5;MMC Chile S.A.;436303;21-11-2017;21-11-2017 14:04;0;8754;1663;;;10417;;;;;0;;;;;
1860;33;Del Giro;96364000-5;MMC Chile S.A.;436306;21-11-2017;21-11-2017 14:04;0;497403;94507;;;591910;;;;;0;;;;;
1861;33;Del Giro;96364000-5;MMC Chile S.A.;436307;21-11-2017;21-11-2017 14:04;0;7258;1379;;;8637;;;;;0;;;;;
1862;33;Del Giro;96364000-5;MMC Chile S.A.;436308;21-11-2017;21-11-2017 14:04;0;575177;109284;;;684461;;;;;0;;;;;
1863;33;Del Giro;96364000-5;MMC Chile S.A.;436309;21-11-2017;21-11-2017 14:04;0;8754;1663;;;10417;;;;;0;;;;;
1864;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362790;21-11-2017;21-11-2017 14:05;0;17910;3403;;;21313;;;;;0;;;;;
1865;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362791;21-11-2017;21-11-2017 14:05;0;159854;30372;;;190226;;;;;0;;;;;
1866;61;Del Giro;96800570-7;Enel Distribución Chile S.A.;2370475;16-11-2017;21-11-2017 14:12;0;1342;255;;;1597;;;;;0;;;;;
1867;33;Del Giro;76245828-4;Porsche Chile SpA;1230888;21-11-2017;21-11-2017 12:43;0;553674;105198;;;658872;;;;;0;;;;;
1868;33;Del Giro;96931150-K;KIA CHILE S.A.;505544;21-11-2017;21-11-2017 14:16;0;322799;61332;;;384131;;;;;0;;;;;
1869;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;249087;21-11-2017;21-11-2017 12:52;0;14681;2789;;;17470;;;;;0;;;;;
1870;33;Del Giro;76329872-8;NAVARRETE Y FLORES LIMITADA;1622;21-11-2017;21-11-2017 12:53;0;100000;19000;;;119000;;;;;0;;;;;
1871;33;Del Giro;96979380-6;IMPORTADORA Y EXPORTADORA CONO ESTE S A;6475;21-11-2017;21-11-2017 12:53;0;63990;12158;;;76148;;;;;0;;;;;
1872;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37422;21-11-2017;21-11-2017 14:26;0;12605;2395;;;15000;;;;;0;;;;;
1873;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37423;21-11-2017;21-11-2017 14:28;0;33613;6386;;;40000;;;;;0;;;;;
1874;33;Del Giro;96931150-K;KIA CHILE S.A.;512034;21-11-2017;21-11-2017 14:30;0;45025;8555;;;53580;;;;;0;;;;;
1875;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485395;21-11-2017;21-11-2017 14:33;0;19585;3721;;;23306;;;;;0;;;;;
1876;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485397;21-11-2017;21-11-2017 14:33;0;87181;16564;;;103745;;;;;0;;;;;
1877;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485396;21-11-2017;21-11-2017 14:33;0;325783;61899;;;387682;;;;;0;;;;;
1878;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485398;21-11-2017;21-11-2017 14:33;0;181289;34445;;;215734;;;;;0;;;;;
1879;33;Del Giro;96364000-5;MMC Chile S.A.;436346;21-11-2017;21-11-2017 14:34;0;494334;93923;;;588257;;;;;0;;;;;
1880;33;Del Giro;96364000-5;MMC Chile S.A.;436348;21-11-2017;21-11-2017 14:34;0;1235836;234809;;;1470645;;;;;0;;;;;
1881;33;Del Giro;96364000-5;MMC Chile S.A.;436349;21-11-2017;21-11-2017 14:34;0;494334;93923;;;588257;;;;;0;;;;;
1882;33;Del Giro;96364000-5;MMC Chile S.A.;436347;21-11-2017;21-11-2017 14:34;0;988669;187847;;;1176516;;;;;0;;;;;
1883;33;Del Giro;96364000-5;MMC Chile S.A.;436353;21-11-2017;21-11-2017 14:34;0;52830;10038;;;62868;;;;;0;;;;;
1884;33;Del Giro;96364000-5;MMC Chile S.A.;436350;21-11-2017;21-11-2017 14:34;0;419515;79708;;;499223;;;;;0;;;;;
1885;33;Del Giro;96364000-5;MMC Chile S.A.;436352;21-11-2017;21-11-2017 14:34;0;24540;4663;;;29203;;;;;0;;;;;
1886;33;Del Giro;96364000-5;MMC Chile S.A.;436351;21-11-2017;21-11-2017 14:34;0;242314;46040;;;288354;;;;;0;;;;;
1887;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362805;21-11-2017;21-11-2017 14:35;0;45723;8687;;;54410;;;;;0;;;;;
1888;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362806;21-11-2017;21-11-2017 14:35;0;1175362;223319;;;1398681;;;;;0;;;;;
1889;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362809;21-11-2017;21-11-2017 14:35;0;47615;9047;;;56662;;;;;0;;;;;
1890;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362807;21-11-2017;21-11-2017 14:35;0;158265;30070;;;188335;;;;;0;;;;;
1891;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362808;21-11-2017;21-11-2017 14:35;0;162450;30866;;;193316;;;;;0;;;;;
1892;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78299;21-11-2017;21-11-2017 14:36;0;69246;13157;;;82403;;;;;0;;;;;
1893;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78300;21-11-2017;21-11-2017 14:36;0;8160;1550;;;9710;;;;;0;;;;;
1894;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164289;21-11-2017;21-11-2017 14:37;0;299735;56950;;;356685;;;;;0;;;;;
1895;33;Del Giro;76366678-6;COMERCIAL DECOPRINT SPA;286;21-11-2017;21-11-2017 13:50;0;223560;42476;;;266036;;;;;0;;;;;
1896;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164295;21-11-2017;21-11-2017 14:41;0;770579;146410;;;916989;;;;;0;;;;;
1897;33;Del Giro;96931150-K;KIA CHILE S.A.;505579;21-11-2017;21-11-2017 14:44;0;452477;85971;;;538448;;;;;0;;;;;
1898;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164298;21-11-2017;21-11-2017 14:46;0;42660;8105;;;50765;;;;;0;;;;;
1899;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164299;21-11-2017;21-11-2017 14:51;0;228146;43348;;;271494;;;;;0;;;;;
1900;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164303;21-11-2017;21-11-2017 14:51;0;53710;10205;;;63915;;;;;0;;;;;
1901;33;Del Giro;93297000-7;SUBARU CHILE S.A.;164304;21-11-2017;21-11-2017 14:51;0;9625;1829;;;11454;;;;;0;;;;;
1902;33;Del Giro;76245828-4;Porsche Chile SpA;1230931;21-11-2017;21-11-2017 15:00;0;98130;18645;;;116775;;;;;0;;;;;
1903;33;Del Giro;76245828-4;Porsche Chile SpA;1230939;21-11-2017;21-11-2017 15:03;0;11978;2276;;;14254;;;;;0;;;;;
1904;33;Del Giro;96931150-K;KIA CHILE S.A.;505593;21-11-2017;21-11-2017 15:03;0;269187;51146;;;320333;;;;;0;;;;;
1905;33;Del Giro;96931150-K;KIA CHILE S.A.;505556;21-11-2017;21-11-2017 14:26;0;10421;1980;;;12401;;;;;0;;;;;
1906;61;Del Giro;96800570-7;Enel Distribución Chile S.A.;2384241;20-11-2017;21-11-2017 15:04;0;214;41;;;255;;;;;0;;;;;
1907;61;Del Giro;96800570-7;Enel Distribución Chile S.A.;2384242;20-11-2017;21-11-2017 15:04;0;1392;264;;;1655;;;;;0;;;;;
1908;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;249103;21-11-2017;21-11-2017 15:05;0;1681;319;;;2000;;;;;0;;;;;
1909;33;Del Giro;96364000-5;MMC Chile S.A.;436377;21-11-2017;21-11-2017 15:06;0;391206;74329;;;465535;;;;;0;;;;;
1910;33;Del Giro;96364000-5;MMC Chile S.A.;436380;21-11-2017;21-11-2017 15:06;0;426789;81090;;;507879;;;;;0;;;;;
1911;33;Del Giro;96364000-5;MMC Chile S.A.;436378;21-11-2017;21-11-2017 15:06;0;47765;9075;;;56840;;;;;0;;;;;
1912;33;Del Giro;96364000-5;MMC Chile S.A.;436381;21-11-2017;21-11-2017 15:06;0;1972333;374743;;;2347076;;;;;0;;;;;
1913;33;Del Giro;96364000-5;MMC Chile S.A.;436379;21-11-2017;21-11-2017 15:06;0;109851;20872;;;130723;;;;;0;;;;;
1914;33;Del Giro;96364000-5;MMC Chile S.A.;436382;21-11-2017;21-11-2017 15:06;0;908422;172600;;;1081022;;;;;0;;;;;
1915;33;Del Giro;96364000-5;MMC Chile S.A.;436383;21-11-2017;21-11-2017 15:06;0;236250;44888;;;281138;;;;;0;;;;;
1916;33;Del Giro;96931150-K;KIA CHILE S.A.;505605;21-11-2017;21-11-2017 15:06;0;177626;33749;;;211375;;;;;0;;;;;
1917;33;Del Giro;96555640-0;Comercial Itala S.A.;211883;21-11-2017;21-11-2017 15:07;0;125076;23764;;;148840;;;;;0;;;;;
1918;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485411;21-11-2017;21-11-2017 15:06;0;1167639;221851;;;1389490;;;;;0;;;;;
1919;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362828;21-11-2017;21-11-2017 15:07;0;31383;5963;;;37346;;;;;0;;;;;
1920;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362829;21-11-2017;21-11-2017 15:07;0;2673;508;;;3181;;;;;0;;;;;
1921;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362827;21-11-2017;21-11-2017 15:07;0;499545;94914;;;594459;;;;;0;;;;;
1922;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362835;21-11-2017;21-11-2017 15:07;0;388185;73755;;;461940;;;;;0;;;;;
1923;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362832;21-11-2017;21-11-2017 15:07;0;39645;7533;;;47178;;;;;0;;;;;
1924;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362834;21-11-2017;21-11-2017 15:07;0;184885;35128;;;220013;;;;;0;;;;;
1925;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362831;21-11-2017;21-11-2017 15:07;0;7524;1430;;;8954;;;;;0;;;;;
1926;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362833;21-11-2017;21-11-2017 15:07;0;177417;33709;;;211126;;;;;0;;;;;
1927;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362830;21-11-2017;21-11-2017 15:07;0;337422;64110;;;401532;;;;;0;;;;;
1928;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362836;21-11-2017;21-11-2017 15:07;0;203439;38653;;;242092;;;;;0;;;;;
1929;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78309;21-11-2017;21-11-2017 15:07;0;21623;4108;;;25731;;;;;0;;;;;
1930;33;Del Giro;76245828-4;Porsche Chile SpA;1211874;21-11-2017;21-11-2017 14:33;0;5521513;1049087;;;6570600;;;;;0;;;;;
1931;33;Del Giro;76245828-4;Porsche Chile SpA;1211873;21-11-2017;21-11-2017 14:33;0;17185463;3265238;;;20450701;;;;;0;;;;;
1932;33;Del Giro;96931150-K;KIA CHILE S.A.;505606;21-11-2017;21-11-2017 15:08;0;68374;12991;;;81365;;;;;0;;;;;
1933;33;Del Giro;96931150-K;KIA CHILE S.A.;505608;21-11-2017;21-11-2017 15:08;0;94895;18030;;;112925;;;;;0;;;;;
1934;33;Del Giro;76245828-4;Porsche Chile SpA;1230941;21-11-2017;21-11-2017 15:09;0;82120;15603;;;97723;;;;;0;;;;;
1935;33;Del Giro;96931150-K;KIA CHILE S.A.;505617;21-11-2017;21-11-2017 15:10;0;166229;31584;;;197813;;;;;0;;;;;
1936;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1127630;21-11-2017;21-11-2017 14:37;0;156185;29675;;;185860;;;;;0;;;;;
1937;33;Del Giro;76631446-5;COMERCIAL C Y P SPA;511;21-11-2017;21-11-2017 15:12;0;70000;13300;;;83300;;;;;0;;;;;
1938;33;Del Giro;8409087-5;IVAN ANDRES SAAVEDRA VARGAS;407;21-11-2017;21-11-2017 15:14;0;70000;13300;;;83300;;;;;0;;;;;
1939;33;Del Giro;96931150-K;KIA CHILE S.A.;505627;21-11-2017;21-11-2017 15:15;0;512881;97447;;;610328;;;;;0;;;;;
1940;33;Del Giro;96931150-K;KIA CHILE S.A.;505635;21-11-2017;21-11-2017 15:25;0;91079;17305;;;108384;;;;;0;;;;;
1941;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485432;21-11-2017;21-11-2017 15:26;0;697162;132461;;;829623;;;;;0;;;;;
1942;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485431;21-11-2017;21-11-2017 15:26;0;153094;29088;;;182182;;;;;0;;;;;
1943;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485434;21-11-2017;21-11-2017 15:26;0;43764;8315;;;52079;;;;;0;;;;;
1944;33;Del Giro;96676670-0;Comercial Chrysler S.A.;485433;21-11-2017;21-11-2017 15:26;0;525030;99756;;;624786;;;;;0;;;;;
1945;33;Del Giro;76245828-4;Porsche Chile SpA;1230932;21-11-2017;21-11-2017 14:59;0;41048;7799;;;48847;;;;;0;;;;;
1946;33;Del Giro;76245828-4;Porsche Chile SpA;1230933;21-11-2017;21-11-2017 15:00;0;11067;2103;;;13170;;;;;0;;;;;
1947;33;Del Giro;96364000-5;MMC Chile S.A.;436404;21-11-2017;21-11-2017 15:28;0;66368;12610;;;78978;;;;;0;;;;;
1948;33;Del Giro;96364000-5;MMC Chile S.A.;436407;21-11-2017;21-11-2017 15:28;0;168180;31954;;;200134;;;;;0;;;;;
1949;33;Del Giro;96364000-5;MMC Chile S.A.;436406;21-11-2017;21-11-2017 15:28;0;273551;51975;;;325526;;;;;0;;;;;
1950;33;Del Giro;96364000-5;MMC Chile S.A.;436405;21-11-2017;21-11-2017 15:28;0;57750;10973;;;68723;;;;;0;;;;;
1951;33;Del Giro;76245828-4;Porsche Chile SpA;1230938;21-11-2017;21-11-2017 15:02;0;33127;6294;;;39421;;;;;0;;;;;
1952;33;Del Giro;91502000-3;SALINAS Y FABRES S.A.;2208483;21-11-2017;21-11-2017 15:29;0;231702;44023;;;275725;;;;;0;;;;;
1953;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362845;21-11-2017;21-11-2017 15:29;0;9459;1797;;;11256;;;;;0;;;;;
1954;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362844;21-11-2017;21-11-2017 15:29;0;61946;11770;;;73716;;;;;0;;;;;
1955;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;249096;21-11-2017;21-11-2017 15:03;0;197516;37528;;;235044;;;;;0;;;;;
